2022-10-26 12:01:37,1666756897,0.801
2022-10-26 12:01:40,1666756900,0.777667
2022-10-26 12:01:42,1666756902,0.79
2022-10-26 12:01:45,1666756905,0.791
2022-10-26 12:01:47,1666756907,0.781
2022-10-26 12:01:50,1666756910,0.796667
2022-10-26 12:01:52,1666756912,0.789333
2022-10-26 12:01:55,1666756915,0.785667
2022-10-26 12:01:57,1666756917,0.785
2022-10-26 12:02:00,1666756920,0.791333
2022-10-26 12:02:03,1666756923,0.786333
2022-10-26 12:02:05,1666756925,0.801333
2022-10-26 12:02:08,1666756928,0.773
2022-10-26 12:02:10,1666756930,0.794
2022-10-26 12:02:13,1666756933,0.786333
2022-10-26 12:02:15,1666756935,0.799
2022-10-26 12:02:18,1666756938,0.798667
2022-10-26 12:02:20,1666756940,0.794333
2022-10-26 12:02:23,1666756943,0.795333
2022-10-26 12:02:26,1666756946,0.8
2022-10-26 12:02:28,1666756948,0.797667
2022-10-26 12:02:31,1666756951,0.797
2022-10-26 12:02:33,1666756953,0.780667
2022-10-26 12:02:36,1666756956,0.802333
2022-10-26 12:02:38,1666756958,0.793667
2022-10-26 12:02:41,1666756961,0.796667
2022-10-26 12:02:44,1666756964,0.786
2022-10-26 12:02:46,1666756966,0.804333
2022-10-26 12:02:49,1666756969,0.797667
2022-10-26 12:02:51,1666756971,0.801333
2022-10-26 12:02:54,1666756974,0.791
2022-10-26 12:02:57,1666756977,0.795333
2022-10-26 12:02:59,1666756979,0.784
2022-10-26 12:03:02,1666756982,0.772667
2022-10-26 12:03:04,1666756984,0.809333
2022-10-26 12:03:07,1666756987,0.799
2022-10-26 12:03:09,1666756989,0.792
2022-10-26 12:03:12,1666756992,0.803667
2022-10-26 12:03:14,1666756994,0.793
2022-10-26 12:03:17,1666756997,0.795
2022-10-26 12:03:20,1666757000,0.794
2022-10-26 12:03:22,1666757002,0.795
2022-10-26 12:03:25,1666757005,0.791
2022-10-26 12:03:27,1666757007,0.799333
2022-10-26 12:03:30,1666757010,0.795667
2022-10-26 12:03:32,1666757012,0.791
2022-10-26 12:03:35,1666757015,0.785
2022-10-26 12:03:38,1666757018,0.785333
2022-10-26 12:03:40,1666757020,0.811
2022-10-26 12:03:43,1666757023,0.789
2022-10-26 12:03:45,1666757025,0.804333
2022-10-26 12:03:48,1666757028,0.783
2022-10-26 12:03:50,1666757030,0.812
2022-10-26 12:03:53,1666757033,0.788
2022-10-26 12:03:56,1666757036,0.793
2022-10-26 12:03:58,1666757038,0.793667
2022-10-26 12:04:01,1666757041,0.793667
2022-10-26 12:04:03,1666757043,0.796333
2022-10-26 12:04:06,1666757046,0.802
2022-10-26 12:04:08,1666757048,0.793667
2022-10-26 12:04:11,1666757051,0.803
2022-10-26 12:04:14,1666757054,0.787667
