2022-10-20 19:22:53,0.761333
2022-10-20 19:22:56,0.770333
2022-10-20 19:22:58,0.781333
2022-10-20 19:23:01,0.781667
2022-10-20 19:23:03,0.779667
2022-10-20 19:23:06,0.773667
2022-10-20 19:23:08,0.765667
2022-10-20 19:23:11,0.771
2022-10-20 19:23:13,0.771667
2022-10-20 19:23:16,0.777667
2022-10-20 19:23:18,0.774667
2022-10-20 19:23:21,0.777
2022-10-20 19:23:23,0.775333
2022-10-20 19:23:26,0.770667
2022-10-20 19:23:28,0.768333
2022-10-20 19:23:31,0.776667
2022-10-20 19:23:33,0.769333
2022-10-20 19:23:36,0.772333
2022-10-20 19:23:38,0.762
2022-10-20 19:23:41,0.778667
2022-10-20 19:23:43,0.779
2022-10-20 19:23:46,0.768333
2022-10-20 19:23:48,0.766667
2022-10-20 19:23:51,0.770667
2022-10-20 19:23:53,0.775333
2022-10-20 19:23:56,0.773667
2022-10-20 19:23:58,0.774667
2022-10-20 19:24:01,0.776333
2022-10-20 19:24:03,0.771
2022-10-20 19:24:06,0.779
2022-10-20 19:24:08,0.778333
2022-10-20 19:24:11,0.771
2022-10-20 19:24:13,0.777333
2022-10-20 19:24:16,0.78
2022-10-20 19:24:19,0.770667
2022-10-20 19:24:21,0.773
2022-10-20 19:24:24,0.779667
2022-10-20 19:24:26,0.768667
2022-10-20 19:24:28,0.764333
2022-10-20 19:24:31,0.778
2022-10-20 19:24:34,0.777
2022-10-20 19:24:36,0.767667
2022-10-20 19:24:39,0.779
2022-10-20 19:24:41,0.769
2022-10-20 19:24:44,0.785667
2022-10-20 19:24:46,0.762333
2022-10-20 19:24:48,0.762
2022-10-20 19:24:51,0.780333
2022-10-20 19:24:53,0.773333
2022-10-20 19:24:56,0.780333
2022-10-20 19:24:59,0.771333
2022-10-20 19:25:01,0.77
2022-10-20 19:25:03,0.764
2022-10-20 19:25:06,0.774
2022-10-20 19:25:08,0.779333
2022-10-20 19:25:11,0.777667
2022-10-20 19:25:14,0.773333
2022-10-20 19:25:16,0.774667
2022-10-20 19:25:18,0.766667
2022-10-20 19:25:21,0.772333
2022-10-20 19:25:23,0.769667
2022-10-20 19:25:26,0.781667
2022-10-20 19:25:28,0.761667
2022-10-20 19:25:31,0.771
2022-10-20 19:25:34,0.787333
2022-10-20 19:25:36,0.774333
2022-10-20 19:25:39,0.770667
2022-10-20 19:25:41,0.770667
2022-10-20 19:25:44,0.774
2022-10-20 19:25:46,0.774333
2022-10-20 19:25:49,0.771
2022-10-20 19:25:51,0.777
2022-10-20 19:25:54,0.767667
2022-10-20 19:25:56,0.769667
2022-10-20 19:25:59,0.784667
2022-10-20 19:26:01,0.761667
2022-10-20 19:26:04,0.764333
2022-10-20 19:26:06,0.774667
2022-10-20 19:26:08,0.765667
2022-10-20 19:26:11,0.768667
2022-10-20 19:26:13,0.773333
2022-10-20 19:26:16,0.778667
2022-10-20 19:26:18,0.769333
2022-10-20 19:26:21,0.771667
2022-10-20 19:26:23,0.764667
2022-10-20 19:26:26,0.781333
2022-10-20 19:26:28,0.779333
2022-10-20 19:26:31,0.776
2022-10-20 19:26:34,0.775
2022-10-20 19:26:36,0.769333
2022-10-20 19:26:39,0.779
2022-10-20 19:26:41,0.768
2022-10-20 19:26:43,0.758667
2022-10-20 19:26:46,0.781
2022-10-20 19:26:48,0.771
2022-10-20 19:26:51,0.782333
2022-10-20 19:26:54,0.776667
2022-10-20 19:26:56,0.772
2022-10-20 19:26:59,0.775333
2022-10-20 19:27:01,0.770667
2022-10-20 19:27:04,0.773333
2022-10-20 19:27:06,0.776667
2022-10-20 19:27:08,0.753
2022-10-20 19:27:11,0.782
2022-10-20 19:27:14,0.779333
2022-10-20 19:27:16,0.770333
2022-10-20 19:27:19,0.773667
2022-10-20 19:27:21,0.773667
2022-10-20 19:27:24,0.767333
2022-10-20 19:27:26,0.774
2022-10-20 19:27:29,0.770667
2022-10-20 19:27:31,0.772667
2022-10-20 19:27:34,0.774333
2022-10-20 19:27:36,0.767333
2022-10-20 19:27:38,0.768667
2022-10-20 19:27:41,0.773
2022-10-20 19:27:44,0.779333
2022-10-20 19:27:46,0.769
2022-10-20 19:27:49,0.778667
2022-10-20 19:27:51,0.775667
2022-10-20 19:27:54,0.79
2022-10-20 19:27:56,0.779333
2022-10-20 19:27:59,0.775667
2022-10-20 19:28:01,0.777
2022-10-20 19:28:04,0.761333
2022-10-20 19:28:06,0.782
2022-10-20 19:28:09,0.774667
2022-10-20 19:28:11,0.775667
2022-10-20 19:28:14,0.789333
